8.899958729743957520e-01	-9.540025711059570312e+00
-2.231530904769897461e+00	1.231133222579956055e+00
1.109143447875976562e+01	4.783162117004394531e+00
1.062374305725097656e+01	-1.502129673957824707e+00
1.057642555236816406e+01	1.941386014223098755e-01
1.205908679962158203e+01	-6.506622433662414551e-01
5.966463565826416016e+00	3.080642938613891602e+00
1.066543483734130859e+01	4.130075275897979736e-01
1.153611850738525391e+01	-7.943981885910034180e-01
1.537377834320068359e+01	2.911561250686645508e+00
2.194890975952148438e+01	-5.902614593505859375e+00
-4.539842605590820312e+00	-5.025274753570556641e+00
-2.550001144409179688e+00	-6.309127807617187500e-02
-4.199188232421875000e+00	-5.204201221466064453e+00
3.641219854354858398e+00	7.279248237609863281e-01
1.168718338012695312e+00	-9.731876373291015625e+00
3.676605224609375000e+00	-3.467835187911987305e+00
4.091268062591552734e+00	-3.778333425521850586e+00
1.242069363594055176e+00	-9.457980155944824219e+00
1.404840278625488281e+01	2.346030950546264648e+00
3.776604533195495605e-01	9.389717102050781250e+00
-7.068163752555847168e-01	-4.136380195617675781e+00
5.000737190246582031e+00	-3.684673070907592773e+00
8.019410133361816406e+00	2.086763620376586914e+00
4.582256317138671875e+00	1.399142360687255859e+01
1.068596744537353516e+01	5.646690845489501953e+00
4.719108581542968750e+00	1.408915424346923828e+01
1.184766674041748047e+01	9.613048553466796875e+00
1.176024055480957031e+01	1.777032911777496338e-01
1.678899383544921875e+01	6.509186029434204102e-01
4.975484848022460938e+00	3.944941282272338867e+00
1.085783672332763672e+01	-3.926384210586547852e+00
1.014676380157470703e+01	5.924951553344726562e+00
9.923232078552246094e+00	5.428074359893798828e+00
4.714053153991699219e+00	-3.436430454254150391e+00
1.400972652435302734e+01	-7.323676586151123047e+00
6.072595119476318359e+00	-9.788751602172851562e+00
-1.604881167411804199e+00	-2.783448934555053711e+00
1.978498077392578125e+01	-5.761655330657958984e+00
-4.523429393768310547e+00	7.363779544830322266e+00
1.874068677425384521e-01	-8.844614982604980469e+00
3.130234479904174805e-01	-8.428539276123046875e+00
1.354902458190917969e+01	4.933480739593505859e+00
6.410902500152587891e+00	-9.243732452392578125e+00
1.316778945922851562e+01	-2.157297134399414062e+00
1.096604156494140625e+01	5.568530559539794922e+00
-3.193727970123291016e+00	-2.161201834678649902e-02
8.538494706153869629e-01	9.716891288757324219e+00
1.084816074371337891e+01	-4.418781280517578125e+00
1.194552612304687500e+01	9.416060447692871094e+00
4.101805210113525391e+00	-3.748666763305664062e+00
7.884054183959960938e-01	-8.868440628051757812e+00
2.193786430358886719e+01	-5.899541854858398438e+00
-4.819157123565673828e+00	6.863416671752929688e+00
-1.293097138404846191e+00	-2.905457973480224609e+00
6.358606815338134766e+00	-9.926235198974609375e+00
1.204221343994140625e+01	9.174287796020507812e+00
1.183383941650390625e+01	-4.216127395629882812e-01
9.233131408691406250e+00	-1.213684558868408203e+00
1.686610984802246094e+01	1.023792147636413574e+00
1.088612365722656250e+01	2.222778320312500000e+00
1.078870964050292969e+01	4.920277595520019531e+00
4.952001094818115234e+00	-1.187775421142578125e+01
4.654562473297119141e+00	-3.434842586517333984e+00
1.149132919311523438e+01	-2.544376850128173828e-01
1.159716701507568359e+01	-3.573584079742431641e+00
4.858607292175292969e+00	1.401732158660888672e+01
1.465621280670166016e+01	-6.399000644683837891e+00
1.192410945892333984e+01	-1.122325658798217773e-01
4.571500301361083984e+00	-3.523052930831909180e+00
8.350723266601562500e+00	2.300668954849243164e+00
-5.472082614898681641e+00	6.274860382080078125e+00
1.132342910766601562e+01	8.999789237976074219e+00
1.160377311706542969e+01	-3.559472799301147461e+00
1.099997711181640625e+01	1.677865147590637207e+00
3.741523742675781250e+00	6.997401714324951172e-01
-6.525178432464599609e+00	6.485976696014404297e+00
-8.885295867919921875e+00	-4.929959177970886230e-01
7.142362594604492188e+00	-1.344352722167968750e+00
6.669491291046142578e+00	2.323769330978393555e+00
1.330014610290527344e+01	6.972984671592712402e-01
1.067123603820800781e+01	5.046064376831054688e+00
8.572931289672851562e+00	-4.837652683258056641e+00
-1.516200661659240723e+00	-2.594388246536254883e+00
7.002589702606201172e-01	-9.231554985046386719e+00
3.483865976333618164e+00	-3.153625726699829102e+00
4.205516815185546875e+00	3.974320650100708008e+00
-5.809072494506835938e+00	-4.317754745483398438e+00
4.975146770477294922e+00	-1.188780593872070312e+01
4.126646995544433594e+00	-3.859150409698486328e+00
-1.520968556404113770e+00	-2.685249805450439453e+00
-1.702264308929443359e+00	-2.807341575622558594e+00
9.253985404968261719e+00	-5.635134696960449219e+00
5.105949878692626953e+00	-5.139639377593994141e-01
4.681462764739990234e+00	1.381584262847900391e+01
-1.277632355690002441e+00	-3.136514902114868164e+00
7.999790191650390625e+00	2.089486598968505859e+00
7.990769386291503906e+00	2.081694364547729492e+00
4.564604759216308594e+00	-3.154055356979370117e+00
3.172681570053100586e+00	1.065180206298828125e+01
-6.962739467620849609e+00	6.645603179931640625e+00
1.415662479400634766e+01	-6.004411697387695312e+00
4.157899856567382812e+00	-3.671682357788085938e+00
1.784828758239746094e+01	8.524330258369445801e-01
-3.378037929534912109e+00	3.144926130771636963e-01
-5.029406547546386719e+00	7.231547832489013672e+00
-4.911938190460205078e+00	7.184157848358154297e+00
9.644778370857238770e-01	-9.314288139343261719e+00
1.115862751007080078e+01	8.251036643981933594e+00
1.161042022705078125e+01	2.391122341156005859e+00
1.161163806915283203e+01	2.363156557083129883e+00
1.155932044982910156e+01	-7.229189872741699219e-01
9.809117317199707031e+00	5.222913265228271484e+00
-6.097689151763916016e+00	-3.996686935424804688e+00
